SBL,LATITUDE,LONGITUDE,DEED YEAR,SALE PRICE,ADDRESS,PROPERTY CLASS,PROP CLASS DESCRIPTION
1105900001014000,42.8854509772,-78.8867664947,2019,405000,219 LAKEFRONT,210,ONE FAMILY DWELLING
1014900003016000,42.9107177574,-78.8111588046,2017,51000,68 MOELLER,220,TWO FAMILY DWELLING
1014300002011000,42.9145183282,-78.8024207455,2018,27000,29 CROSSMAN AVE,210,ONE FAMILY DWELLING
11068000040010001002,42.8837085005,-78.8846509735,2009,780708,132 LAKEFRONT,210,ONE FAMILY DWELLING
1105100001033120,42.88917733,-78.8902441578,2004,250000,428 LAKEFRONT,210,ONE FAMILY DWELLING
1015800005031000,42.9070807423,-78.8047790697,1998,68500,34 POPLAR,210,ONE FAMILY DWELLING
1105900002002000,42.8865088039,-78.8888662757,2017,420000,7 HARBOUR POINTE COMMO,210,ONE FAMILY DWELLING
1012500003003000,42.9201903618,-78.8122734083,2005,11500,53 ERICSON,210,ONE FAMILY DWELLING
1013300003007000,42.9162767843,-78.8081765102,2016,22000,48 HAGEN,220,TWO FAMILY DWELLING
1013300003013000,42.9156642901,-78.808191014,2016,36000,24 HAGEN,220,TWO FAMILY DWELLING
1012700005005000,42.9185528469,-78.7996789404,2009,90000,2272 GENESEE,484,ONE STORY SMALL STRUCTURE
1013500002001000,42.9165531094,-78.8032704237,2011,30000,2159 GENESEE,432,SERVICE AND GAS STATIONS
1014300002020000,42.9137427975,-78.8020511829,2002,49820,2 DOMEDION AVE,210,ONE FAMILY DWELLING
1012600003017000,42.9196752096,-78.8061654315,1994,38000,18 HAZELWOOD,210,ONE FAMILY DWELLING
1103600005002100,42.8920676264,-78.8814437822,2018,150000,97 PROSPECT,230,THREE FAMILY DWELLING
1014300006011000,42.9134284103,-78.8018175334,1999,24000,52 DOMEDION SOUTH,220,TWO FAMILY DWELLING
1015800006029000,42.9073944658,-78.8061568869,1997,70500,50 ACADEMY,220,TWO FAMILY DWELLING
1106700001025000,42.8837903473,-78.8869959382,2013,660000,236 RIVERMIST,210,ONE FAMILY DWELLING
1014900001005000,42.9118817162,-78.8140329291,2017,35000,2108 BAILEY,220,TWO FAMILY DWELLING
1013500002023000,42.9163367695,-78.8032923096,2019,65000,237 SPRENGER,220,TWO FAMILY DWELLING
1012500003015000,42.9191972448,-78.8122744772,2009,53000,17 ERICSON,210,ONE FAMILY DWELLING
1112900001023000,42.8937506447,-78.8806807984,1993,18000,15 TENTH,220,TWO FAMILY DWELLING
1013700005011000,42.9136215884,-78.8339334795,2013,19000,831 WOODLAWN,210,ONE FAMILY DWELLING
1015400005014000,42.9071793059,-78.8259542388,1998,18000,131 IVY,311,RESIDENTIAL VACANT LAND
1105900001055000,42.8864721714,-78.8882796906,1992,175000,283 LAKEFRONT,210,ONE FAMILY DWELLING
1106000001002200207,42.8845805853,-78.8864199241,2006,215000,75 OJIBWA,210,ONE FAMILY DWELLING
1012700001004000,42.9198005895,-78.8030211217,1993,60000,25 WEBER,220,TWO FAMILY DWELLING
1112800001014100,42.897623187,-78.8420476156,2016,12000,193 REED,210,ONE FAMILY DWELLING
1015600004005000,42.9092452036,-78.8140500952,2001,14600,2012 BAILEY,220,TWO FAMILY DWELLING
1112100007035100,42.8961250465,-78.8800645499,2003,72000,322 VIRGINIA ST,220,TWO FAMILY DWELLING
1102700008043000,42.8969655157,-78.8908542893,2016,20800,439 BUSTI,220,TWO FAMILY DWELLING
1103600003007100,42.8946936654,-78.8839016181,1999,99900,211 PROSPECT,210,ONE FAMILY DWELLING
1015000002029000,42.9100451158,-78.8063531455,2019,90000,394 DOAT,220,TWO FAMILY DWELLING
1013900003049000,42.9129738158,-78.8220089524,2019,73000,615 GOODYEAR,220,TWO FAMILY DWELLING
1015900001023000,42.9079618425,-78.8019042193,1997,57000,52 STEWART,220,TWO FAMILY DWELLING
1106700001016000,42.8831289446,-78.8879944823,2000,437500,272 RIVERMIST,210,ONE FAMILY DWELLING
1015000003026000,42.9106020505,-78.8058281591,2005,20000,27 SATTLER,220,TWO FAMILY DWELLING
1015000001060000,42.9121224134,-78.8079577707,2019,69000,83 THEODORE,220,TWO FAMILY DWELLING
1015700001032000,42.9089790443,-78.8133777195,2017,40000,2003 BAILEY,220,TWO FAMILY DWELLING
1015800002016000,42.9086573367,-78.8061608581,2018,100000,96 ACADEMY,220,TWO FAMILY DWELLING
1016500009023000,42.9038505472,-78.8111797008,2000,60000,87 SUMNER,311,RESIDENTIAL VACANT LAND
1015800004073000,42.9087338697,-78.8039367978,2006,33500,91 POPLAR,220,TWO FAMILY DWELLING
1014300003008000,42.9148282196,-78.800981939,2018,25000,42 ELLER,210,ONE FAMILY DWELLING
1017300005029000,42.9031082029,-78.8091919432,2012,13000,47 WOOD,210,ONE FAMILY DWELLING
1013300006035000,42.9157773683,-78.8116215942,2017,25000,83 HAVEN,220,TWO FAMILY DWELLING
1016400005008000,42.9060298108,-78.8146078849,2003,39900,45 BURGARD,220,TWO FAMILY DWELLING
1017700005022000,42.8982358123,-78.8320463919,2009,15000,134 ROTHER,311,RESIDENTIAL VACANT LAND
1106800001007100402,42.8814934029,-78.8847909763,2007,695000,40 WATERFRONT CIR,210,ONE FAMILY DWELLING
1014700005035100,42.9116526839,-78.8200473896,2014,46000,61 MONTANA,220,TWO FAMILY DWELLING
1111300006005000,42.8869442948,-78.8736290593,2013,230000,483 MAIN,481,DOWNTOWN ROW TYPE (W/COMMON WALL)
1017300001001000,42.903712045,-78.8130016584,2018,35000,84 BRINKMAN,210,ONE FAMILY DWELLING
1015000002015000,42.9114376671,-78.8064549906,2010,12000,58 SATTLER,220,TWO FAMILY DWELLING
1016400006003000,42.9043539143,-78.8155217809,2016,15000,555 WALDEN,230,THREE FAMILY DWELLING
1018000001005000,42.8998467303,-78.819343792,2019,42500,128 WICK,220,TWO FAMILY DWELLING
1012700008013000,42.9178622687,-78.8027308531,2016,24000,20 FREUND,220,TWO FAMILY DWELLING
1112200008002000,42.8965348692,-78.8725079265,1993,80000,513 VIRGINIA ST,220,TWO FAMILY DWELLING
1013100001010000,42.9154556475,-78.8247058876,2019,53000,432 MOSELLE,210,ONE FAMILY DWELLING
1016400002003000,42.9065093583,-78.817804334,2018,20000,77 RAPIN,210,ONE FAMILY DWELLING
1015900001005000,42.9095568178,-78.8022764282,2018,62000,497 DOAT,210,ONE FAMILY DWELLING
1014700005009000,42.9112033372,-78.8196326034,1996,14600,28 COLORADO,311,RESIDENTIAL VACANT LAND
1014800004015000,42.9103232429,-78.8160731374,2018,60000,18 RAWLINS,220,TWO FAMILY DWELLING
1017700003014000,42.8994083328,-78.8343631166,2016,25000,1012 SYCAMORE,220,TWO FAMILY DWELLING
1015000001063000,42.9123690242,-78.8079589813,2008,12750,91 THEODORE,210,ONE FAMILY DWELLING
1112100008018000,42.8962557508,-78.8811683181,1997,34426,280 TUPPER WEST,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1018000002025111,42.8981129449,-78.8183259711,1997,55000,52 SCHUTRUM,330,COMMERCIAL VACANT LAND
1015800001019000,42.9078845777,-78.8074470518,2014,59000,74 ST MARYS,220,TWO FAMILY DWELLING
1013000002022000,42.9147996042,-78.8270990098,1999,22000,994 FERRY EAST,482,DOWNTOWN ROW TYPE (DETACHED)
1015100001027000,42.9107455161,-78.8028534913,2019,15000,158 BRISCOE,210,ONE FAMILY DWELLING
1015100001010000,42.9106647855,-78.8033530569,1994,41000,29 SPRENGER,210,ONE FAMILY DWELLING
1013700001014000,42.9143182471,-78.8326566267,1996,22000,851 FERRY EAST,482,DOWNTOWN ROW TYPE (DETACHED)
1017200002035000,42.9029881532,-78.8168554518,1993,34000,95 MAY,210,ONE FAMILY DWELLING
1014300004008000,42.9149107127,-78.8003459275,2018,42000,41 ELLER,210,ONE FAMILY DWELLING
1014500001010000,42.9119656951,-78.8353196752,2018,25000,803 GLENWOOD,220,TWO FAMILY DWELLING
1106700001006000,42.8837414568,-78.8877526664,2001,270000,312 RIVERMIST,210,ONE FAMILY DWELLING
1016300001017000,42.9046946588,-78.8249411215,1993,20001,41 ST LOUIS AVE,311,RESIDENTIAL VACANT LAND
1015600009003000,42.9074180951,-78.8183013652,2012,52300,102 RAPIN,449,OTHER STORAGE & WAREHOUSE FACILITIES
1013300003026000,42.9156262173,-78.8085905067,1999,24000,35 NEWBURGH,210,ONE FAMILY DWELLING
1103600001005120,42.8935372825,-78.8861616345,1995,650000,275 SEVENTH,330,COMMERCIAL VACANT LAND
1013300005041000,42.9161079957,-78.8106090059,2003,55000,81 BLAKE,210,ONE FAMILY DWELLING
1014200003034000,42.9149085527,-78.8044762801,1998,55000,45 COUNTESS,220,TWO FAMILY DWELLING
1015700003015000,42.9085244767,-78.8107849521,2006,20000,246 KEYSTONE,311,RESIDENTIAL VACANT LAND
1112200002002000,42.8975661998,-78.8750452516,2001,20000,484 DELAWARE,464,OFFICE BUILDING
1014200003029000,42.9144359579,-78.8044867733,2008,55000,27 COUNTESS,210,ONE FAMILY DWELLING
1015700003031000,42.9072001752,-78.8107572856,2019,35000,196 KEYSTONE,220,TWO FAMILY DWELLING
1112100002002000,42.8973949583,-78.8786874646,1996,35000,13 COLLEGE,220,TWO FAMILY DWELLING
1015700005030000,42.9068242829,-78.8118568093,1999,32000,194 SUMNER,311,RESIDENTIAL VACANT LAND
1012700002023000,42.9200791639,-78.8014950964,1999,43000,86 FISHER,210,ONE FAMILY DWELLING
1013800006003000,42.9126017307,-78.8259958413,2008,375000,7 HURLOCK,220,TWO FAMILY DWELLING
1015000001028000,42.9103955725,-78.8075196235,2007,35000,20 ZELMER,220,TWO FAMILY DWELLING
1014200002016000,42.9138568684,-78.8068429338,2003,42500,143 ZELMER,210,ONE FAMILY DWELLING
1014000003051000,42.9131080664,-78.8164284539,2018,12000,61 KILHOFFER,210,ONE FAMILY DWELLING
1015800004053000,42.9070060018,-78.8039278916,2019,47000,31 POPLAR,210,ONE FAMILY DWELLING
1014900002039000,42.9110106344,-78.8129771097,2018,25000,17 ANTWERP,220,TWO FAMILY DWELLING
1015800006032000,42.9071031857,-78.8061532745,2014,59000,40 ACADEMY,210,ONE FAMILY DWELLING
1016400004042000,42.9066606494,-78.815323692,2017,13000,70 BURGARD,210,ONE FAMILY DWELLING
1105100001023000,42.8885197874,-78.8895005707,2014,310000,398 LAKEFRONT,210,ONE FAMILY DWELLING
1013200004010000,42.9160873662,-78.8150179692,2019,25000,136 WENDE,220,TWO FAMILY DWELLING
1017700001039000,42.9003450165,-78.8363098078,1997,26154,243 MILLS,311,RESIDENTIAL VACANT LAND
1012500008032000,42.9180811893,-78.8117372958,2016,18000,50 NAVEL,220,TWO FAMILY DWELLING
1015900004007000,42.9089636174,-78.7994758922,2003,49500,77 LITTLEFIELD,220,TWO FAMILY DWELLING
1017900005013000,42.8987915045,-78.8239839559,2019,88000,110 MILLER,210,ONE FAMILY DWELLING
1016700002015000,42.9064074812,-78.8001218514,2014,29000,971 WALDEN,411,APARTMENT
1014700001021000,42.9106055609,-78.8239419229,2019,21000,255 MOSELLE,220,TWO FAMILY DWELLING
1016200006035000,42.9040380814,-78.8259581825,2019,20000,15 IVY,210,ONE FAMILY DWELLING
1016300001049000,42.9051102445,-78.8245482051,2016,27000,56 MOSELLE,220,TWO FAMILY DWELLING
1105100001019000,42.8883037664,-78.8892719645,2004,230000,388 LAKEFRONT,210,ONE FAMILY DWELLING
1112900004039000,42.895077949,-78.8792515849,2009,95000,205 TUPPER WEST,220,TWO FAMILY DWELLING
1016500002018000,42.9053637654,-78.8120785427,2019,11000,652 WALDEN,330,COMMERCIAL VACANT LAND
1112800005014000,42.896637557,-78.8415670991,1998,38788,799 SYCAMORE,311,RESIDENTIAL VACANT LAND
1017300001034000,42.9030510267,-78.8134682665,2006,11000,1787 BAILEY,220,TWO FAMILY DWELLING
1016900005042000,42.9009282691,-78.8323894549,2011,12000,235 SOBIESKI,220,TWO FAMILY DWELLING
1111900001012000,42.8802415655,-78.8582258424,2002,64000,455 DIVISION NORTH,210,ONE FAMILY DWELLING
1016700002009000,42.9063081966,-78.8008571202,2007,50000,951 WALDEN,210,ONE FAMILY DWELLING
1112400006019000,42.8961441485,-78.859956697,2008,26025,67 LEMON,210,ONE FAMILY DWELLING
1015800004038000,42.9069425389,-78.8033474725,2004,20850,24 BRISCOE,220,TWO FAMILY DWELLING
1015100001006000,42.9109989558,-78.8033461876,2014,12000,41 SPRENGER,210,ONE FAMILY DWELLING
1013300003011000,42.9158704088,-78.8081855309,2019,66000,32 HAGEN,220,TWO FAMILY DWELLING
1112200003008000,42.8970969472,-78.8742122223,2018,575000,475 DELAWARE,464,OFFICE BUILDING
1014100003007000,42.9140969927,-78.8116013208,2002,21000,23 HAVEN,210,ONE FAMILY DWELLING
1014000001001110,42.9127902124,-78.8190024384,2019,35000,101 COLORADO,330,COMMERCIAL VACANT LAND
1017100006009000,42.9023828937,-78.822194933,2014,26000,228 GOODYEAR,220,TWO FAMILY DWELLING
1012600006009000,42.9181936065,-78.8042704432,2016,41000,58 ROGERS,220,TWO FAMILY DWELLING
1016100009005000,42.9058322725,-78.8348050846,2017,43650,23 BARDOL,220,TWO FAMILY DWELLING
1103500002023000,42.8936066162,-78.8898348313,1995,17780,298 TRENTON,311,RESIDENTIAL VACANT LAND
1015900001013000,42.9089997075,-78.8019084329,2017,33000,86 STEWART,210,ONE FAMILY DWELLING
1103600007012000,42.8936557342,-78.8835478444,2015,215000,197 VIRGINIA ST,411,APARTMENT
1017000004020000,42.9019695109,-78.8282947735,1999,39394,26 HOWLETT,311,RESIDENTIAL VACANT LAND
1105100001070000,42.8879030101,-78.8881552932,2010,150201,357 LAKEFRONT,210,ONE FAMILY DWELLING
1102700009002000,42.8964805524,-78.8919097123,2019,31000,81 PENNSYLVANIA,210,ONE FAMILY DWELLING
1012700007007000,42.9183303714,-78.8015077301,2001,12000,22 FISHER,220,TWO FAMILY DWELLING
1013300002014200,42.9167699637,-78.811986821,1992,29000,43 KERNS,210,ONE FAMILY DWELLING
1112100005043000,42.895968893,-78.8781172966,2008,63600,176 EDWARD,220,TWO FAMILY DWELLING
1016200004076100,42.906302481,-78.8280004873,2019,68000,97 WASMUTH,220,TWO FAMILY DWELLING
1112400007005120,42.8961763021,-78.8605929376,2008,32598,66 LEMON,210,ONE FAMILY DWELLING
1017300002027000,42.9033697942,-78.8123395522,2008,20000,67 BRINKMAN,210,ONE FAMILY DWELLING
1013900001020000,42.9128898672,-78.823565617,2018,13000,336 BISSELL,220,TWO FAMILY DWELLING
1103600005001000,42.8919823406,-78.8813628101,2001,58000,93 PROSPECT,411,APARTMENT
1013300002028000,42.9166995795,-78.8098940323,1997,17500,99 KERNS,210,ONE FAMILY DWELLING
1016500001004000,42.9063354189,-78.8134013976,2013,20000,1905 BAILEY,210,ONE FAMILY DWELLING
1106800001007100407,42.8814934029,-78.8847909763,2010,230000,40 WATERFRONT CIR,210,ONE FAMILY DWELLING
1103600003014100,42.8949224967,-78.8836205543,1999,71900,172 WHITNEY,210,ONE FAMILY DWELLING
1102800008024000,42.8951735499,-78.8838563796,2018,82000,182 WHITNEY,220,TWO FAMILY DWELLING
1012600008023000,42.9175008799,-78.8085053301,2017,45000,103 NEWBURGH,220,TWO FAMILY DWELLING
1014200001034000,42.9131333608,-78.807976174,2012,26000,119 THEODORE,210,ONE FAMILY DWELLING
1106800004001000404,42.8837085005,-78.8846509735,2014,440000,132 LAKEFRONT,210,ONE FAMILY DWELLING
1016500009028000,42.9043291848,-78.8111723706,2000,62000,99 SUMNER,210,ONE FAMILY DWELLING
1112100005012000,42.8953021142,-78.8774993513,2017,205000,51 TRINITY,210,ONE FAMILY DWELLING
1015100001002000,42.9113223116,-78.8033365922,2018,60000,53 SPRENGER,210,ONE FAMILY DWELLING
1111400002010000,42.8846209758,-78.8616602977,2010,80000,265 WILLIAM,210,ONE FAMILY DWELLING
1014900006008000,42.9120371313,-78.8085951796,2016,40000,80 THEODORE,220,TWO FAMILY DWELLING
1014100001033100,42.9137459323,-78.8146759922,2018,50000,55 WENDE,220,TWO FAMILY DWELLING
1013700005009000,42.9136288268,-78.8346979319,2014,63000,795 WOODLAWN,330,COMMERCIAL VACANT LAND
1111900001024000,42.8800244535,-78.8588144354,2009,30000,444 DIVISION SOUTH,210,ONE FAMILY DWELLING
1111900001041000,42.8808474756,-78.8587825411,2015,97000,438 DIVISION NORTH,210,ONE FAMILY DWELLING
1015900003025000,42.9076383038,-78.8000721132,2006,54000,30 LITTLEFIELD,210,ONE FAMILY DWELLING
1015300006018000,42.9067446833,-78.8362575403,2019,38500,172 PARADE NORTH,220,TWO FAMILY DWELLING
1013300004030000,42.9154522303,-78.8095964932,2018,45000,41 ROSLYN,220,TWO FAMILY DWELLING
1102800006020000,42.8954590438,-78.8819489701,2002,25000,84 WEST,220,TWO FAMILY DWELLING
1012600001024000,42.9201354145,-78.8080558105,2013,27500,188 HAGEN,210,ONE FAMILY DWELLING
1112500003003100,42.8980630228,-78.856912919,2012,80500,76 GRAPE,281,MULTIPLE RESIDENCES
1103500002039000,42.8938900226,-78.8905549741,2005,13800,273 EFNER,220,TWO FAMILY DWELLING
1015800005035000,42.9067527027,-78.8047718548,2015,64700,20 POPLAR,210,ONE FAMILY DWELLING
1016500008007000,42.9049175174,-78.8097689847,2019,25000,116 WOOD,210,ONE FAMILY DWELLING
1014000002034000,42.9121626835,-78.817021526,2018,70000,24 KILHOFFER,220,TWO FAMILY DWELLING
1105900001003200101,42.9486302437,-78.899080483,2016,1100000,101 PORTSIDE,210,ONE FAMILY DWELLING
1015700001002000,42.9095578317,-78.8130975584,2012,27500,207 DOAT,220,TWO FAMILY DWELLING
1014300007013000,42.9134639785,-78.802771446,1995,48500,58 CROSSMAN SOUTH,210,ONE FAMILY DWELLING
1015800006014000,42.9075857733,-78.8066800886,2005,59000,63 ST MARYS,220,TWO FAMILY DWELLING
1015800001013000,42.9084630741,-78.8074580525,2002,41500,96 ST MARYS,210,ONE FAMILY DWELLING
1106800004006000,42.8832824578,-78.8851949146,2013,435000,11 OJIBWA CIR,210,ONE FAMILY DWELLING
1017300005013000,42.9022010866,-78.8087995332,1994,35000,10 WEX,311,RESIDENTIAL VACANT LAND
1102800007011000,42.8957582287,-78.8832006645,2017,63000,112 TENTH,210,ONE FAMILY DWELLING
1017200003027000,42.9020719856,-78.8157658189,2018,17000,65 ST JOSEPH,210,ONE FAMILY DWELLING
1106800001007100101,42.8814934029,-78.8847909763,2002,350000,40 WATERFRONT CIR,210,ONE FAMILY DWELLING
1013500005011000,42.9163097176,-78.800310799,2007,13555,95 ELLER,210,ONE FAMILY DWELLING
1111400001019000,42.8844969234,-78.8642276249,2001,68500,201 WILLIAM,210,ONE FAMILY DWELLING
11122000100051001E,42.8962775112,-78.8762436322,1998,27000,125 EDWARD,411,APARTMENT
1014900006028000,42.9103963727,-78.8085911807,2011,29000,20 THEODORE,220,TWO FAMILY DWELLING
1014300001011000,42.9146717374,-78.8033357431,2016,28000,175 SPRENGER,210,ONE FAMILY DWELLING
11122000100051001C,42.8962775112,-78.8762436322,2016,164945,125 EDWARD,411,APARTMENT
1017300003029000,42.9025120006,-78.8111994695,2016,12500,33 SUMNER,220,TWO FAMILY DWELLING
1013500003022000,42.9157626537,-78.8023886347,2000,35000,75 CROSSMAN AVE,210,ONE FAMILY DWELLING
1105100001075000,42.8876175517,-78.8878687038,2019,308000,345 LAKEFRONT,210,ONE FAMILY DWELLING
1014900001023000,42.9098969383,-78.8144562755,2016,39500,185 BURGARD,220,TWO FAMILY DWELLING
1014300004021000,42.9138406419,-78.8003705297,2018,33000,5 ELLER,210,ONE FAMILY DWELLING
1017000001050000,42.9010247279,-78.8314155123,2005,15300,259 ROTHER,311,RESIDENTIAL VACANT LAND
1016500007021000,42.9038468283,-78.8087991463,2011,52500,70 WEX,220,TWO FAMILY DWELLING
1016200005058000,42.9051175775,-78.8265519517,2000,26562,58 IVY,311,RESIDENTIAL VACANT LAND
1111700008002120,42.8785769261,-78.8699295768,2013,275000,239 MICHIGAN,340,INDUSTRIAL VACANT LAND
1013300006015000,42.9150338417,-78.8112013129,2018,32000,42 BLAKE,210,ONE FAMILY DWELLING
1017300004037000,42.9031891696,-78.8101697325,2013,22000,53 KEYSTONE,210,ONE FAMILY DWELLING
1102800005013000,42.8970070681,-78.8827362155,1992,32000,284 MARYLAND,482,DOWNTOWN ROW TYPE (DETACHED)
1015900002019000,42.907927292,-78.8010525607,2019,115000,45 STEWART,220,TWO FAMILY DWELLING
1015700005018000,42.9067435217,-78.8122880086,2017,34000,191 BRINKMAN,210,ONE FAMILY DWELLING
1018000001024000,42.8995185786,-78.8197372708,1995,27000,117 LIDDELL,311,RESIDENTIAL VACANT LAND
1016900005058000,42.9023302334,-78.8323862942,2018,65000,289 SOBIESKI,220,TWO FAMILY DWELLING
1013900004025000,42.9125960714,-78.8206281142,2005,15000,92 MONTANA,210,ONE FAMILY DWELLING
1013500005025000,42.915962838,-78.7999297967,2018,39000,80 HUMASON,220,TWO FAMILY DWELLING
1013100006009000,42.9153368081,-78.8196636747,1999,60000,180 COLORADO,311,RESIDENTIAL VACANT LAND
1014300005008000,42.9148841822,-78.799356844,2011,44000,41 HUMASON,210,ONE FAMILY DWELLING
1013500002013000,42.9156840186,-78.8029273383,1995,52000,74 CROSSMAN AVE,210,ONE FAMILY DWELLING
1106000001002200502,42.8845805853,-78.8864199241,2003,140000,75 OJIBWA,210,ONE FAMILY DWELLING
1015800005002000,42.9066267381,-78.8053823315,1994,67000,21 ACADEMY,210,ONE FAMILY DWELLING
1012600002011000,42.9193096429,-78.8074973269,2016,51000,157 HAGEN,210,ONE FAMILY DWELLING
1014500003015000,42.9106779657,-78.8322125599,2005,15000,174 FRENCH,311,RESIDENTIAL VACANT LAND
1016900004008000,42.9030766777,-78.8329334094,2018,30000,316 SOBIESKI,220,TWO FAMILY DWELLING
1016100005010000,42.9049682618,-78.8312813275,2016,14000,44 ROHR,220,TWO FAMILY DWELLING
1102700008018000,42.896260922,-78.8895529,2017,140000,410 SEVENTH,411,APARTMENT
1013500004010000,42.9163943561,-78.8009411231,2015,58560,98 ELLER,210,ONE FAMILY DWELLING
1012600007018000,42.917322384,-78.805437173,1997,49000,42 FLOSS,210,ONE FAMILY DWELLING
1012700002001100,42.9201203372,-78.8019090744,2009,15000,101 FREUND,220,TWO FAMILY DWELLING
1012500003010000,42.9196146573,-78.8122735399,2013,12000,31 ERICSON,210,ONE FAMILY DWELLING
1016500005012110,42.9060466122,-78.8086289725,2015,115000,740 WALDEN,433,AUTO BODY AND TIRE SHOPS
1016900005006000,42.9033360055,-78.8318852112,1998,177500,119 WALDEN,311,RESIDENTIAL VACANT LAND
1106700001019000,42.8835116356,-78.8875376819,2003,310500,260 RIVERMIST,210,ONE FAMILY DWELLING
1017700005054000,42.8991998428,-78.8324001789,2005,17500,175 SOBIESKI,220,TWO FAMILY DWELLING
1014200001025000,42.913246238,-78.807509414,2016,16800,124 ZELMER,210,ONE FAMILY DWELLING
1016700002010000,42.9063237344,-78.8007470339,2019,70750,953 WALDEN,210,ONE FAMILY DWELLING
1015700003005000,42.9093468047,-78.8108032795,1992,48500,276 KEYSTONE,311,RESIDENTIAL VACANT LAND
1015000002040000,42.910724419,-78.8068843252,2016,16000,31 ZELMER,210,ONE FAMILY DWELLING
1012600002004000,42.9198849487,-78.8074938862,1997,58000,177 HAGEN,210,ONE FAMILY DWELLING
1014300002031000,42.9146751666,-78.8020386116,2005,29000,36 DOMEDION AVE,210,ONE FAMILY DWELLING
