SBL,LATITUDE,LONGITUDE,DEED YEAR,SALE PRICE,ADDRESS,PROPERTY CLASS,PROP CLASS DESCRIPTION
1235000005033000,42.8677023078,-78.8037589733,2013,96500,195 HOLLY,220,TWO FAMILY DWELLING
1333300003018000,42.8508871662,-78.8114833601,2002,24750,84 MERIDEN,220,TWO FAMILY DWELLING
1238100007003000,42.8544276167,-78.8091855601,2015,150000,2115 SENECA,482,DOWNTOWN ROW TYPE (DETACHED)
1334300004002000,42.8488332729,-78.8035443032,2011,75100,111 NEWMAN,210,ONE FAMILY DWELLING
1232600004011000,42.8741319469,-78.8051518217,2018,53000,82 PULASKI,220,TWO FAMILY DWELLING
1238100009036000,42.8547481654,-78.8118781508,2016,82000,14 YALE,220,TWO FAMILY DWELLING
1222300004005000,42.8735549153,-78.8679497747,2018,88169,192 CHICAGO,330,COMMERCIAL VACANT LAND
1237300003024000,42.8583369575,-78.8107800975,2008,42000,44 HAYDEN,220,TWO FAMILY DWELLING
1224800004008100,42.8670656905,-78.8599459109,2018,120000,161 O CONNELL,210,ONE FAMILY DWELLING
1238200002042000,42.8560034498,-78.806890127,2009,45000,70 NORMAN,210,ONE FAMILY DWELLING
1233400004009000,42.872563625,-78.8052027829,1996,43148,20 PULASKI,210,ONE FAMILY DWELLING
1333900005006000,42.8466386157,-78.8250175916,2017,72000,921 TIFFT,220,TWO FAMILY DWELLING
1237800002016000,42.8560738124,-78.8306496521,2013,29034,41 LILAC,220,TWO FAMILY DWELLING
1333900002022000,42.8479327396,-78.8203041619,2004,28200,90 COLUMBUS,210,ONE FAMILY DWELLING
1234100005014000,42.870323763,-78.808035785,2006,29500,208 WEIMAR,220,TWO FAMILY DWELLING
1237200001013000,42.8594740137,-78.8187026136,2009,58190,81 UNGER,210,ONE FAMILY DWELLING
1236900003007000,42.8566160921,-78.8338645055,1999,25000,22 BOONE,210,ONE FAMILY DWELLING
1333400003048000,42.8512865871,-78.8045328768,2016,26000,2288 SENECA,220,TWO FAMILY DWELLING
1237900008024000,42.8549615367,-78.825182877,2017,65000,58 REMOLENO,220,TWO FAMILY DWELLING
1224300001031000,42.86995727,-78.8469355209,1995,30000,658 FULTON,210,ONE FAMILY DWELLING
1223400002019000,42.8714567454,-78.8494229633,1998,47000,750 PERRY,330,COMMERCIAL VACANT LAND
1238200002006000,42.8560230622,-78.807472978,2019,127000,59 KAMPER,210,ONE FAMILY DWELLING
1238100007002000,42.8545709452,-78.8092218378,2015,135000,2111 SENECA,482,DOWNTOWN ROW TYPE (DETACHED)
1333100006005000,42.8495078589,-78.8245173467,2015,20100,35 CORONADA,210,ONE FAMILY DWELLING
1332300001013000,42.8536564169,-78.8250545835,2012,38750,129 MACAMLEY,220,TWO FAMILY DWELLING
1233000001004000,42.873365213,-78.827481645,2013,30000,42 BAITZ,220,TWO FAMILY DWELLING
1333800005025000,42.8479203815,-78.8282964041,2012,61000,32 FOLGER,220,TWO FAMILY DWELLING
1334000004006000,42.8473449295,-78.8169607093,2014,69000,31 EDGEWOOD,210,ONE FAMILY DWELLING
1233100001001000,42.8738144221,-78.8253376902,2016,42000,1373 CLINTON,482,DOWNTOWN ROW TYPE (DETACHED)
1231700001028000,42.8586642938,-78.8322580054,2004,60000,1404 SOUTH PARK,433,AUTO BODY AND TIRE SHOPS
1333800003001000,42.8467420224,-78.8321303499,2016,35000,733 TIFFT,283,RESIDENCE WITH COMMERCIAL USE
1224900006011200,42.8661915974,-78.857800151,1999,35000,232 KATHERINE,311,RESIDENTIAL VACANT LAND
1333000006003000,42.8496816791,-78.8313726982,2018,41500,21 PRIES,210,ONE FAMILY DWELLING
1225500002004000,42.8645632266,-78.8661623075,2001,33000,34 KENTUCKY,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1332200003007000,42.8541778298,-78.8258497304,2019,145000,16 DASH,220,TWO FAMILY DWELLING
1234200005027000,42.8689339585,-78.8033586021,2018,72000,248 WILLETT,210,ONE FAMILY DWELLING
1333300003019000,42.8508002593,-78.8116008512,2013,50000,80 MERIDEN,220,TWO FAMILY DWELLING
1332500007017000,42.8520504614,-78.8137070643,2006,84000,332 CUMBERLAND,210,ONE FAMILY DWELLING
1236900001022000,42.8572626084,-78.8351223883,2017,38000,370 GERMANIA,220,TWO FAMILY DWELLING
1234200003023000,42.8692169266,-78.8052501329,2016,78000,244 FENTON,220,TWO FAMILY DWELLING
1128300002012000,42.8769487675,-78.8032534817,2018,49500,542 WILLETT,210,ONE FAMILY DWELLING
1238200003021000,42.8557142781,-78.8064365725,2004,56500,71 NORMAN,220,TWO FAMILY DWELLING
1333800003052000,42.8462252827,-78.8263288865,2001,48000,158 CRYSTAL,210,ONE FAMILY DWELLING
1237800003004000,42.8571047393,-78.8299887403,2018,113500,1483 SOUTH PARK,230,THREE FAMILY DWELLING
1235700003010100,42.8625533995,-78.8106892867,2006,73000,111 PAWNEE,220,TWO FAMILY DWELLING
1237200005028000,42.8587137289,-78.8141369044,2019,164000,1909 SENECA,220,TWO FAMILY DWELLING
1237300005009000,42.8578937404,-78.8090516523,1997,32499,71 RYAN ST,220,TWO FAMILY DWELLING
1225100004022000,42.8666174159,-78.8474462195,1998,21000,162 SMITH,311,RESIDENTIAL VACANT LAND
1332500007008000,42.8523074155,-78.8128661823,2009,56710,92 ATHOL,220,TWO FAMILY DWELLING
1332300007021000,42.8515629218,-78.821828486,2015,12000,46 HUBBELL,210,ONE FAMILY DWELLING
1333200010004000,42.8500752383,-78.8205347279,1997,90000,684 MCKINLEY PKWY,210,ONE FAMILY DWELLING
1236300002011000,42.8597120167,-78.8194983164,2010,60900,74 UNGER,210,ONE FAMILY DWELLING
1332400009003000,42.851809071,-78.8180793365,2010,76000,163 KENEFICK,210,ONE FAMILY DWELLING
1238100001022000,42.856434959,-78.8123329243,2002,26000,18 RYAN SOUTH,220,TWO FAMILY DWELLING
1224300001009000,42.8702943899,-78.8464187982,2002,40000,845 PERRY,311,RESIDENTIAL VACANT LAND
1235000005018000,42.8664936487,-78.8034016108,2002,64000,150 WILLETT,210,ONE FAMILY DWELLING
1225000004032000,42.8665538681,-78.8500102731,2007,43000,35 BOLTON,210,ONE FAMILY DWELLING
1238200003036000,42.8568947774,-78.8045280485,2012,77500,139 NORMAN,210,ONE FAMILY DWELLING
1334000003027000,42.8484977909,-78.8162650315,2001,37500,74 EDGEWOOD,210,ONE FAMILY DWELLING
1237200002012000,42.8590566818,-78.8175781517,2013,56710,73 RIVERVIEW,210,ONE FAMILY DWELLING
1235000003029000,42.8667534492,-78.8057077364,2016,70350,63 BARNARD,210,ONE FAMILY DWELLING
1225000003025000,42.8666933891,-78.8511375713,2004,28300,19 HARVEY,210,ONE FAMILY DWELLING
1237000002019000,42.8580075024,-78.8269502027,2004,27000,44 HEUSSY,210,ONE FAMILY DWELLING
1238300002006000,42.8561728078,-78.8015431913,2017,156000,181 BUFFUM,210,ONE FAMILY DWELLING
1237100004046000,42.8574081112,-78.8207219701,2009,83000,64 CUMBERLAND,210,ONE FAMILY DWELLING
1233300005028100,42.8732300722,-78.80935012,2014,42000,45 KRAKOW,220,TWO FAMILY DWELLING
1233400003012000,42.8724337962,-78.8061153396,2015,35500,270 BARNARD,220,TWO FAMILY DWELLING
1333100003009000,42.8510751512,-78.822181484,1994,80000,37 HUBBELL,220,TWO FAMILY DWELLING
1334000006019000,42.8463451422,-78.8189257482,2004,63900,126 RICHFIELD,210,ONE FAMILY DWELLING
1232200001044000,42.8765938067,-78.8270350437,2019,22000,149 GILBERT,210,ONE FAMILY DWELLING
1332200001015000,42.8539557583,-78.829893493,2018,50000,61 SIRRET,220,TWO FAMILY DWELLING
1235000003034000,42.8671646351,-78.8056952093,2007,21000,79 BARNARD,210,ONE FAMILY DWELLING
1237300002003000,42.8588959012,-78.8124586711,2002,46000,25 SEMINOLE,210,ONE FAMILY DWELLING
1234900004012000,42.8674243127,-78.8090563424,2010,40000,20 WEISS,210,ONE FAMILY DWELLING
1333500004016000,42.8506702532,-78.8007625225,2018,89900,67 EDSON,210,ONE FAMILY DWELLING
1232900003030000,42.871298177,-78.8333748295,2002,20000,265 BABCOCK,210,ONE FAMILY DWELLING
1223500004010000,42.871828665,-78.8433479972,2018,35000,37 MINTON,220,TWO FAMILY DWELLING
1224000001032000,42.8699755102,-78.8648058581,2002,30000,307 LOUISIANA,482,DOWNTOWN ROW TYPE (DETACHED)
1332400008022000,42.8530358874,-78.8168260973,2004,38000,28 MILFORD,220,TWO FAMILY DWELLING
1333100003029000,42.850735968,-78.8216718762,2012,58830,52 KENEFICK,210,ONE FAMILY DWELLING
1223500004032000,42.8717065007,-78.8441775105,2014,25500,18 CLIFFORD,220,TWO FAMILY DWELLING
1237300002051000,42.8590687549,-78.811703614,2019,56167,46 MINERAL SPRING,220,TWO FAMILY DWELLING
1237300004032000,42.8575426502,-78.81054246,1999,22000,32 RYAN ST,220,TWO FAMILY DWELLING
1238100008007000,42.8546009626,-78.8109475866,2012,66900,31 YALE,210,ONE FAMILY DWELLING
1332400002014000,42.8540305611,-78.8173039934,2018,185000,215 CUMBERLAND,210,ONE FAMILY DWELLING
1238000001018000,42.8557903456,-78.8178993384,2008,73000,88 STEVENSON,220,TWO FAMILY DWELLING
1235600002001000,42.8626472895,-78.8174248526,2015,64000,37 AVONDALE,210,ONE FAMILY DWELLING
1333300006025000,42.8488962432,-78.8123219675,2000,55000,16 CAZENOVIA,220,TWO FAMILY DWELLING
1333000004015000,42.8511050675,-78.8276953425,2018,50000,123 TROWBRIDGE,220,TWO FAMILY DWELLING
1333200003019000,42.8511274733,-78.8175518908,2009,33000,181 COMO,210,ONE FAMILY DWELLING
1237100004007000,42.8585996875,-78.8216792978,2005,55650,139 LEGION SOUTH,210,ONE FAMILY DWELLING
1332200002021000,42.8539767788,-78.8278611899,2012,20000,122 SPAULDING,220,TWO FAMILY DWELLING
1235100003022000,42.8663073843,-78.8028419708,2018,84000,143 WILLETT,210,ONE FAMILY DWELLING
1236500001059000,42.8610869487,-78.8135531784,2017,119000,64 ARMIN,210,ONE FAMILY DWELLING
1333200003046000,42.8499820116,-78.8185374269,2019,91500,34 EAGLEWOOD,210,ONE FAMILY DWELLING
1234100004001000,42.8710717276,-78.8089502714,2017,79900,152 WEISS,220,TWO FAMILY DWELLING
1333100002011000,42.8508275442,-78.8242365583,2015,32000,1764 SOUTH PARK,482,DOWNTOWN ROW TYPE (DETACHED)
1334300004032000,42.8485840008,-78.8031224255,2012,88000,83 NEWMAN,210,ONE FAMILY DWELLING
1238100010015000,42.8562020981,-78.8117824246,1995,21500,9 RYAN SOUTH,220,TWO FAMILY DWELLING
1333300002009000,42.8503477427,-78.8129236907,2008,93900,41 SALEM,220,TWO FAMILY DWELLING
1233400005006000,42.8729449438,-78.8043640279,2019,57535,40 WEAVER,210,ONE FAMILY DWELLING
1332700011005000,42.852914126,-78.8023938712,2014,99810,85 INDIAN CHURCH,210,ONE FAMILY DWELLING
1332400011016000,42.8525634437,-78.8191891621,2018,55120,140 HUBBELL,210,ONE FAMILY DWELLING
1237700007031000,42.8546344698,-78.836940163,1994,75900,281 ABBY,210,ONE FAMILY DWELLING
1236500002055000,42.8604934225,-78.8127521579,2015,77000,62 ROANOKE,220,TWO FAMILY DWELLING
1237200004002000,42.8598627527,-78.8141335644,2015,39000,19 ARMIN,220,TWO FAMILY DWELLING
1332400006012000,42.8522163367,-78.8148663523,2012,65000,307 CUMBERLAND,220,TWO FAMILY DWELLING
1233300002009000,42.8725623812,-78.8121618495,1996,72500,20 MATEJKO,220,TWO FAMILY DWELLING
1234900005033100,42.8682319797,-78.8084624035,2009,54900,47 WEISS,220,TWO FAMILY DWELLING
1334600001040000,42.8456252962,-78.8265180586,2011,63600,153 CRYSTAL,210,ONE FAMILY DWELLING
1333900002027000,42.8479389638,-78.8209495565,2014,50000,72 COLUMBUS,210,ONE FAMILY DWELLING
1232600004002000,42.8745965077,-78.8054861627,1998,42000,79 GRISWOLD,210,ONE FAMILY DWELLING
1225100004005100,42.8673445811,-78.8479813503,2016,46000,61 PRENATT,210,ONE FAMILY DWELLING
1237800006016000,42.8552964328,-78.8259736868,2016,45000,52 DASH,220,TWO FAMILY DWELLING
1332400005031000,42.8534347676,-78.8155523535,2012,45900,264 CUMBERLAND,210,ONE FAMILY DWELLING
1237900004010000,42.8557796024,-78.8198492167,2011,79500,47 MUMFORD,210,ONE FAMILY DWELLING
1238000002005000,42.8569462771,-78.8153283036,2018,71478,165 STEVENSON,220,TWO FAMILY DWELLING
1334600004039000,42.8443942771,-78.827322262,2004,48000,132 LOCKWOOD,210,ONE FAMILY DWELLING
1237000003032000,42.857799012,-78.8264208539,2018,47500,43 HEUSSY,220,TWO FAMILY DWELLING
1237900008033000,42.8556054338,-78.8252058955,1997,57000,61 DASH,220,TWO FAMILY DWELLING
1237200005032000,42.858478035,-78.8143491581,2017,120000,222 STEVENSON,220,TWO FAMILY DWELLING
1235100006010000,42.866973908,-78.8000156683,2009,100000,73 PIERCE SOUTH,311,RESIDENTIAL VACANT LAND
1332700009014000,42.8531089081,-78.8004620843,2004,45000,35 OSCHAWA,311,RESIDENTIAL VACANT LAND
1221100001008000,42.8681344476,-78.8523725072,2017,200000,69 LEDDY,449,OTHER STORAGE & WAREHOUSE FACILITIES
1332300009012000,42.851554739,-78.8240844116,2015,75000,104 SOUTHSIDE,220,TWO FAMILY DWELLING
1225100002014000,42.8677625211,-78.8458087096,2019,55000,217 SMITH,220,TWO FAMILY DWELLING
1237200002003000,42.858238226,-78.8185666781,1998,68000,35 RIVERVIEW,210,ONE FAMILY DWELLING
1233400007001100,42.8715560833,-78.8084208535,2015,118000,1841 CLINTON,482,DOWNTOWN ROW TYPE (DETACHED)
1232600007024000,42.8743537627,-78.808289919,2001,45400,269 WEISS,210,ONE FAMILY DWELLING
1333400003009000,42.851801802,-78.8036722422,2016,32555,135 PARKVIEW,210,ONE FAMILY DWELLING
1223600001024000,42.8716193912,-78.8421427495,2004,44900,133 SELKIRK,210,ONE FAMILY DWELLING
1238200004004000,42.8548728378,-78.8062720451,2018,138000,55 ZITTEL,210,ONE FAMILY DWELLING
1333100003019000,42.8509581295,-78.821036592,2014,162000,718 MCKINLEY PKWY,220,TWO FAMILY DWELLING
1222700004015100,42.8736339029,-78.8433817765,2005,17500,932 EXCHANGE,340,INDUSTRIAL VACANT LAND
1332600003010000,42.8539537422,-78.8039091925,2018,90000,81 BUFFUM,220,TWO FAMILY DWELLING
1224000009010000,42.8684200298,-78.8650630967,1993,14000,22 O CONNELL,220,TWO FAMILY DWELLING
1332400005027000,42.8531809044,-78.8152120155,1996,86000,274 CUMBERLAND,220,TWO FAMILY DWELLING
1232700004014000,42.8736484926,-78.8016543052,2016,97520,457 OGDEN SOUTH,210,ONE FAMILY DWELLING
1237700006011000,42.8542101121,-78.8332248559,2018,42000,339 MYSTIC,220,TWO FAMILY DWELLING
1224100001045000,42.8701244495,-78.8581344222,2017,75000,231 HAMBURG,281,MULTIPLE RESIDENCES
1237900005007000,42.8550220926,-78.8194908158,2019,154500,35 ROBINS,210,ONE FAMILY DWELLING
1233300003003000,42.8730819901,-78.8110253527,2012,33000,40 KOPERNIK,220,TWO FAMILY DWELLING
1237400004046000,42.8577266817,-78.8071352276,2013,22000,104 WEYAND,220,TWO FAMILY DWELLING
1236500001012000,42.8610875371,-78.8142759541,2007,25000,51 POMONA,210,ONE FAMILY DWELLING
1235700002001000,42.8619629082,-78.8148523486,1994,68500,61 SAGE,220,TWO FAMILY DWELLING
1333300003004000,42.851264052,-78.8116786014,1997,78000,89 SALEM,220,TWO FAMILY DWELLING
1234200002009000,42.8707060167,-78.8061564492,2016,77500,208 BARNARD,311,RESIDENTIAL VACANT LAND
1238200003022000,42.8557951137,-78.8063068692,2006,38368,75 NORMAN,210,ONE FAMILY DWELLING
1332200008007000,42.853256201,-78.830910601,2017,56500,31 SPAULDING,210,ONE FAMILY DWELLING
1333200008008000,42.8496893429,-78.8180601786,2018,158000,35 EAGLEWOOD,210,ONE FAMILY DWELLING
1220500004006000,42.87448732,-78.8747239831,2013,500000,49 ILLINOIS,424,NIGHT CLUBS
1333900001025000,42.8485285177,-78.8265143133,2009,20500,53 ALLEGANY,210,ONE FAMILY DWELLING
1332300001006000,42.8535275863,-78.8257490192,2002,28000,103 MACAMLEY,220,TWO FAMILY DWELLING
1234300007042000,42.8709483554,-78.8017591336,2005,75000,359 OGDEN SOUTH,220,TWO FAMILY DWELLING
1224100002015000,42.8684788015,-78.8569342295,2015,22000,342 MACKINAW,210,ONE FAMILY DWELLING
1236700002005000,42.8627034134,-78.8009287826,2017,105000,49 POLISH PL,210,ONE FAMILY DWELLING
1237700001004000,42.8563505175,-78.8369320588,1992,30000,341 ABBY,311,RESIDENTIAL VACANT LAND
1236500002015000,42.8608330145,-78.8128816481,2003,50000,65 ARMIN,210,ONE FAMILY DWELLING
1333000004026000,42.8515792081,-78.8265163832,2016,45000,159 TROWBRIDGE,220,TWO FAMILY DWELLING
1236700001015000,42.8621544397,-78.8015611381,2013,55000,30 POLISH PL,210,ONE FAMILY DWELLING
1236400004003000,42.8600522905,-78.8162205705,2004,55000,1837 SENECA,411,APARTMENT
1332700009019000,42.8528234885,-78.800539859,2011,65000,42 JUNIOR,210,ONE FAMILY DWELLING
1237800005024000,42.8560974451,-78.8273452847,2017,13000,155 GOOD,220,TWO FAMILY DWELLING
1234100003006000,42.8709132749,-78.8099122858,2016,67000,144 GORSKI,220,TWO FAMILY DWELLING
1238100008017000,42.8549586863,-78.8098439158,2000,38000,2091 SENECA,210,ONE FAMILY DWELLING
1235700001001100,42.8630461215,-78.8152675793,2013,49000,75 JUNIATA,220,TWO FAMILY DWELLING
1234700002028000,42.8664712221,-78.8228581512,2015,120000,1536 SENECA,433,AUTO BODY AND TIRE SHOPS
1233500006037000,42.8733824376,-78.8005939702,2007,60000,57 WHEELOCK,220,TWO FAMILY DWELLING
1225000004027000,42.8662346954,-78.8503579337,1997,24000,23 BOLTON,220,TWO FAMILY DWELLING
1333900005002000,42.846643942,-78.8256004975,2016,63820,909 TIFFT,210,ONE FAMILY DWELLING
1234700005013000,42.8653959492,-78.8244226368,2005,36115,26 KEPPEL,220,TWO FAMILY DWELLING
1234300006003000,42.8711539187,-78.8023857854,2006,37000,368 OGDEN SOUTH,220,TWO FAMILY DWELLING
1237700008033130,42.8558464204,-78.8369346415,2015,80000,323 ABBY,210,ONE FAMILY DWELLING
1237700002007000,42.8561797915,-78.8341258965,2008,41000,18 PEMBINA,210,ONE FAMILY DWELLING
1332300007028000,42.8515683577,-78.8226312848,2017,135000,24 HUBBELL,220,TWO FAMILY DWELLING
1332200008027000,42.852964138,-78.8301708576,2015,51500,54 HOUSTON,220,TWO FAMILY DWELLING
1333800004014100,42.8474435898,-78.8296649965,2010,61374,800 TIFFT,210,ONE FAMILY DWELLING
1237400005028000,42.8585227963,-78.8040812988,2005,60000,90 FRANK,210,ONE FAMILY DWELLING
1333900004004000,42.8466952889,-78.8228566692,2016,81000,987 TIFFT,220,TWO FAMILY DWELLING
1237000003015000,42.8573906948,-78.8262484539,2018,73000,28 KIMMEL,210,ONE FAMILY DWELLING
1233400004020000,42.8725058295,-78.8055564117,2006,55000,273 BARNARD,210,ONE FAMILY DWELLING
1236500002045000,42.8612093989,-78.8118715037,2018,120000,96 ROANOKE,220,TWO FAMILY DWELLING
1332200006025000,42.8533893686,-78.8273507312,2017,60950,66 MACAMLEY,210,ONE FAMILY DWELLING
1238300001001000,42.857058197,-78.8026981598,2016,84000,22 PRITCHARD,210,ONE FAMILY DWELLING
1237200002023000,42.8598807335,-78.8165832384,2001,37500,115 RIVERVIEW,220,TWO FAMILY DWELLING
1237900007009000,42.8544771671,-78.8246299632,1997,38500,67 REMOLENO,220,TWO FAMILY DWELLING
1333900001008200,42.8472335271,-78.8249108644,2010,300000,896 TIFFT,331,COM VAC W/IMP
1332300007012000,42.8519984592,-78.8215630307,1994,25000,760 MCKINLEY PKWY,210,ONE FAMILY DWELLING
1238000006013000,42.8559545265,-78.8167751455,1998,27374,115 STEVENSON,220,TWO FAMILY DWELLING
1232500001015000,42.8735706794,-78.8104971114,2018,104500,52 REJTAN,220,TWO FAMILY DWELLING
1333900002047100,42.8481939907,-78.8233410849,2005,30000,1856 SOUTH PARK,482,DOWNTOWN ROW TYPE (DETACHED)
1332600005002100,42.8517176909,-78.8080531685,2017,160000,165 CAZENOVIA,220,TWO FAMILY DWELLING
1237200003015000,42.8587038163,-78.8161973115,2019,137900,79 HAMMERSCHMIDT,220,TWO FAMILY DWELLING
1234100003044000,42.8699293171,-78.8103062936,2010,45000,75 FREDRO,311,RESIDENTIAL VACANT LAND
1233700003002000,42.8702075204,-78.8342212658,2017,96300,1205 SENECA,220,TWO FAMILY DWELLING
1237200003001000,42.8576528996,-78.8175472141,1997,64000,25 HAMMERSCHMIDT,220,TWO FAMILY DWELLING
1232200002033100,42.8752458667,-78.8266884785,2015,36000,111 SCOVILLE,220,TWO FAMILY DWELLING
1333100001027000,42.8505023603,-78.8260729216,2017,105000,154 FOLGER,210,ONE FAMILY DWELLING
1237000002007000,42.8592130871,-78.8262227299,2018,77000,92 HEUSSY,220,TWO FAMILY DWELLING
1223100004001100,42.8722970497,-78.8696698998,2016,70000,261 SOUTH PARK,330,COMMERCIAL VACANT LAND
1333200008052000,42.8492912601,-78.8180488951,1994,62000,36 STRATHMORE,210,ONE FAMILY DWELLING
1233000002017000,42.8735750639,-78.8265794905,2011,30000,59 BAITZ,210,ONE FAMILY DWELLING
1234100003036100,42.8692271909,-78.8103250758,2012,45000,53 FREDRO,210,ONE FAMILY DWELLING
1330500001001200,42.8538192709,-78.836930253,2015,49000,249 ABBY,210,ONE FAMILY DWELLING
1237400004020000,42.8586478996,-78.8062749535,2013,68000,211 GEARY,210,ONE FAMILY DWELLING
1233500007008100,42.8715054562,-78.800819352,2018,150000,2047 CLINTON,482,DOWNTOWN ROW TYPE (DETACHED)
1237400003054000,42.857788124,-78.8085869889,2016,52200,144 GEARY,220,TWO FAMILY DWELLING
1237400001003000,42.8591521859,-78.8095201719,2014,35000,90 HAYDEN,311,RESIDENTIAL VACANT LAND
1330500004011000,42.8530431136,-78.8369324689,2005,23000,221 ABBY,210,ONE FAMILY DWELLING
1333000002013000,42.8511659282,-78.8295773569,2018,120900,69 KOESTER,210,ONE FAMILY DWELLING
1223500004006000,42.8719051353,-78.8437825403,2016,24000,25 MINTON,220,TWO FAMILY DWELLING
1233400004025000,42.872918205,-78.8055427252,2010,60000,289 BARNARD,210,ONE FAMILY DWELLING
1237200005052000,42.8570134073,-78.8161595051,2011,66833,154 STEVENSON,210,ONE FAMILY DWELLING
1237200003045000,42.8580549811,-78.8163319148,2016,82500,30 PAUL,220,TWO FAMILY DWELLING
1235000005037000,42.8684170972,-78.8037454811,1999,42000,217 HOLLY,210,ONE FAMILY DWELLING
1237400006005000,42.8575448427,-78.8032473945,2007,57500,40 PRITCHARD,210,ONE FAMILY DWELLING
1238100003009000,42.8571083025,-78.8096832785,2013,34000,108 GEARY,220,TWO FAMILY DWELLING
1234000001029000,42.8707613241,-78.8156569886,1993,49590,105 ROBERTS,220,TWO FAMILY DWELLING
1232500001038000,42.8753420419,-78.8089307157,2002,70000,127 KRAKOW,210,ONE FAMILY DWELLING
1237300001010000,42.8596198508,-78.8129576663,2019,46000,33 ROANOKE,220,TWO FAMILY DWELLING
1235100005020000,42.86626331,-78.8008398329,2016,68900,47 PONTIAC SOUTH,210,ONE FAMILY DWELLING
1333200003021000,42.8512532457,-78.8173796984,2007,43999,187 COMO,210,ONE FAMILY DWELLING
1333200007029000,42.849888837,-78.8157959456,2012,29500,246 COLUMBUS,210,ONE FAMILY DWELLING
1224800004023000,42.8669982003,-78.8605622448,2007,18500,95 VANDALIA,210,ONE FAMILY DWELLING
1232900004017000,42.8707490978,-78.8319606185,2018,17000,34 TROUPE,220,TWO FAMILY DWELLING
1332500006003000,42.8517862474,-78.8125929898,1992,74000,85 ATHOL,210,ONE FAMILY DWELLING
1235600003005000,42.8625499911,-78.8151409343,1999,40000,76 SAGE,220,TWO FAMILY DWELLING
1236400001004000,42.862465948,-78.8176527671,2005,55000,27 AVONDALE,210,ONE FAMILY DWELLING
1332200007019000,42.852537024,-78.8295596497,2000,34000,69 HOUSTON,220,TWO FAMILY DWELLING
1234100002024000,42.869354506,-78.8108887843,1996,40000,56 FREDRO,230,THREE FAMILY DWELLING
1234300006046000,42.870665705,-78.8027686112,2007,64500,311 WILLETT,210,ONE FAMILY DWELLING
1235100005010000,42.8672389109,-78.8004366169,2008,79500,84 PIERCE SOUTH,210,ONE FAMILY DWELLING
1235100006007000,42.867515011,-78.799805908,2015,72000,93 PIERCE SOUTH,210,ONE FAMILY DWELLING
1232200005007000,42.8741568271,-78.8286682022,2004,242000,6 SCOVILLE,330,COMMERCIAL VACANT LAND
1236700002015100,42.8624224042,-78.8004783143,2007,18900,360 MINERAL SPRING,312,RESIDENTIAL LAND WITH SMALL IMPROVEMENTS
1234200002054000,42.8706296195,-78.8065324138,2014,20000,209 CABLE,220,TWO FAMILY DWELLING
1224700002010000,42.8669106775,-78.8645725664,1994,135000,135 KENTUCKY,340,INDUSTRIAL VACANT LAND
1232300001006000,42.8759176352,-78.8242998385,2010,56000,103 MANITOBA,449,OTHER STORAGE & WAREHOUSE FACILITIES
1234100002014000,42.8702236187,-78.8108640028,1999,50000,86 FREDRO,220,TWO FAMILY DWELLING
1333100004018000,42.8502073634,-78.8210596491,1999,43000,67 KENEFICK,210,ONE FAMILY DWELLING
1333100004028000,42.8498679603,-78.8215729409,2013,41250,54 COMO,220,TWO FAMILY DWELLING
1334000005019000,42.8478945255,-78.8147551784,2001,61250,89 ALSACE,210,ONE FAMILY DWELLING
1233700002028000,42.8701950919,-78.8355539476,1995,30900,211 ORLANDO,210,ONE FAMILY DWELLING
1231300001002111,42.8646193079,-78.8343497132,2018,350000,503 ELK,340,INDUSTRIAL VACANT LAND
1332400007012000,42.8530804325,-78.8160242115,2009,49820,261 CUMBERLAND,220,TWO FAMILY DWELLING
1232600005025000,42.8744898553,-78.8064174407,2000,47000,349 CABLE,210,ONE FAMILY DWELLING
1237300004001000,42.857427805,-78.8113610495,2017,45000,11 HAYDEN,220,TWO FAMILY DWELLING
1221900001003220,42.8587094577,-78.8563936113,2013,145000,47 ENSIGN,449,OTHER STORAGE & WAREHOUSE FACILITIES
1334600004008000,42.8444405841,-78.8310242644,2014,42000,32 LOCKWOOD,210,ONE FAMILY DWELLING
1233400006024000,42.8726283113,-78.8038173397,2017,35000,25 WEAVER,220,TWO FAMILY DWELLING
1237400003021000,42.8593371482,-78.8067289741,2018,72100,153 RYAN ST,210,ONE FAMILY DWELLING
1237900008002100,42.8560225389,-78.8248224968,2003,48000,123 ABBOTT,482,DOWNTOWN ROW TYPE (DETACHED)
1236300001018000,42.8615167634,-78.819736381,2006,47000,495 SOUTHSIDE,210,ONE FAMILY DWELLING
1235100004034000,42.8680866621,-78.8018077352,2004,75000,253 OGDEN SOUTH,210,ONE FAMILY DWELLING
1332400010021000,42.8519918424,-78.818691667,2003,59900,156 KENEFICK,210,ONE FAMILY DWELLING
1332300004007100,42.8539096455,-78.8205064763,2002,86450,269 ABBOTT,210,ONE FAMILY DWELLING
1333300002001000,42.8498806306,-78.8135533406,2014,60000,21 SALEM,281,MULTIPLE RESIDENCES
1333200007042000,42.8491263709,-78.8168373783,1995,78000,208 COLUMBUS,220,TWO FAMILY DWELLING
1237000004008100,42.856991625,-78.8254140225,2018,123500,20 MIDLAND,220,TWO FAMILY DWELLING
1234100003022000,42.8695931185,-78.8099495849,2019,35000,98 GORSKI,220,TWO FAMILY DWELLING
